relative_path,extension,status,extractor,chars,words,notes
Client Inputs/1. Valyx FDD Input/BS - Reserves/Valuation report - Aug 2023.pdf,.pdf,ok,pymupdf,19761,3207,
Client Inputs/1. Valyx FDD Input/BS - Reserves/Valuation report - Jan-24.pdf,.pdf,ok,pymupdf,334,24,
Client Inputs/1. Valyx FDD Input/BS - Reserves/WhatsApp Image 2026-05-14 at 3.45.23 PM.jpeg,.jpeg,ok,pillow-metadata,51,9,image content requires visual review/OCR
Client Inputs/1. Valyx FDD Input/Cost of service/Email_Vendor_Invoices/billing_invoices_8a12855f9bf8fee4019c1b3c83284433.pdf,.pdf,ok,pymupdf,3067,567,
Client Inputs/1. Valyx FDD Input/Cost of service/Email_Vendor_Invoices/billing_invoices_8a1287809ac43188019adbdeefcf4e62.pdf,.pdf,ok,pymupdf,2867,518,
Client Inputs/1. Valyx FDD Input/Cost of service/Email_Vendor_Invoices/billing_invoices_8a1289789724454501972e036bf40fbb.pdf,.pdf,ok,pymupdf,2013,350,
Client Inputs/1. Valyx FDD Input/Cost of service/Email_Vendor_Invoices/billing_invoices_8a128a47995c57b20199a1b017730a72.pdf,.pdf,ok,pymupdf,2866,518,
Client Inputs/1. Valyx FDD Input/Cost of service/Email_Vendor_Invoices/billing_invoices_8a128ac99b952b20019b982c68851a2d.pdf,.pdf,ok,pymupdf,2288,406,
Client Inputs/1. Valyx FDD Input/Cost of service/Email_Vendor_Invoices/billing_invoices_8a128b659b43f503019b7ba18ad44e5f.pdf,.pdf,ok,pymupdf,2865,518,
Client Inputs/1. Valyx FDD Input/Cost of service/Email_Vendor_Invoices/billing_invoices_8a128bc49498ceb60194c33e098664b7.pdf,.pdf,ok,pymupdf,2013,350,
Client Inputs/1. Valyx FDD Input/Cost of service/Email_Vendor_Invoices/billing_invoices_8a128e6b9b952ec8019b97e159a851ba.pdf,.pdf,ok,pymupdf,2799,502,
Client Inputs/1. Valyx FDD Input/Cost of service/Email_Vendor_Invoices/billing_invoices_8a128f0697aef83b0197c7ba467c6d77.pdf,.pdf,ok,pymupdf,2866,518,
Client Inputs/1. Valyx FDD Input/Cost of service/Email_Vendor_Invoices/billing_invoices_8a12915b95dbb3920195f2b0351a2fc5.pdf,.pdf,ok,pymupdf,2013,350,
Client Inputs/1. Valyx FDD Input/Cost of service/Email_Vendor_Invoices/billing_invoices_8a12916d984474a001986728295f395c.pdf,.pdf,ok,pymupdf,2866,518,
Client Inputs/1. Valyx FDD Input/Cost of service/Email_Vendor_Invoices/billing_invoices_8a129188954554da019552d1b9b63e68.pdf,.pdf,ok,pymupdf,2013,350,
Client Inputs/1. Valyx FDD Input/Cost of service/Email_Vendor_Invoices/billing_invoices_8a1292de98c18ed9019906a6550a19e6.pdf,.pdf,ok,pymupdf,2866,518,
Client Inputs/1. Valyx FDD Input/Cost of service/Email_Vendor_Invoices/billing_invoices_8a1297779a10451c019a40cc2e866717.pdf,.pdf,ok,pymupdf,2867,518,
Client Inputs/1. Valyx FDD Input/Cost of service/Email_Vendor_Invoices/billing_invoices_8a129990966ad27401968d3317f272a5.pdf,.pdf,ok,pymupdf,2013,350,
Client Inputs/1. Valyx FDD Input/Cost of service/Google_For_Work_Payment_History.csv,.csv,ok,csv,8304,1445,
"Client Inputs/1. Valyx FDD Input/DD7.5 Opening Balance on Statutory dues/FY 2023-24/1. Oct-23/92B - 42,148.pdf",.pdf,ok,pymupdf,1134,188,
"Client Inputs/1. Valyx FDD Input/DD7.5 Opening Balance on Statutory dues/FY 2023-24/2. Dec-23/92B - 42,148.pdf",.pdf,ok,pymupdf,1134,188,
"Client Inputs/1. Valyx FDD Input/DD7.5 Opening Balance on Statutory dues/FY 2023-24/2. Dec-23/94J - 50,077.pdf",.pdf,ok,pymupdf,1088,179,
Client Inputs/1. Valyx FDD Input/DD7.5 Opening Balance on Statutory dues/FY 2023-24/3. Mar-24/92B-22357.pdf,.pdf,ok,pymupdf,1140,188,
Client Inputs/1. Valyx FDD Input/DD7.5 Opening Balance on Statutory dues/FY 2023-24/3. Mar-24/94J-12596 FY-2023-24.pdf,.pdf,ok,pymupdf,1132,187,
Client Inputs/1. Valyx FDD Input/DD7.5 Opening Balance on Statutory dues/FY 2023-24/3. Mar-24/94J-1760.pdf,.pdf,ok,pymupdf,1093,181,
"Client Inputs/1. Valyx FDD Input/DD7.5 Opening Balance on Statutory dues/FY 2023-24/4. Jan-24/92A - 21,074.pdf",.pdf,ok,pymupdf,1114,184,
"Client Inputs/1. Valyx FDD Input/DD7.5 Opening Balance on Statutory dues/FY 2023-24/4. Jan-24/94J - 16,708.pdf",.pdf,ok,pymupdf,1104,181,
"Client Inputs/1. Valyx FDD Input/DD7.5 Opening Balance on Statutory dues/FY 2023-24/5. Feb-24/92B - 21,074.pdf",.pdf,ok,pymupdf,1114,184,
"Client Inputs/1. Valyx FDD Input/DD7.5 Opening Balance on Statutory dues/FY 2023-24/5. Feb-24/94J - 17,120.pdf",.pdf,ok,pymupdf,1106,181,
Client Inputs/1. Valyx FDD Input/DD7.5 Opening Balance on Statutory dues/FY 2023-24/TDS on Salary FY 2023-24.xls,.xls,ok,openpyxl-mislabeled-xls,1036,191,
Client Inputs/1. Valyx FDD Input/DD7.5 Opening Balance on Statutory dues/FY 2023-24/TDS on prof FY 2023-24.xls,.xls,ok,openpyxl-mislabeled-xls,1348,253,
Client Inputs/1. Valyx FDD Input/DD7.5 Opening Balance on Statutory dues/FY 2024-25/1. Apr-24/92B.pdf,.pdf,ok,pymupdf,1156,193,
Client Inputs/1. Valyx FDD Input/DD7.5 Opening Balance on Statutory dues/FY 2024-25/1. Apr-24/94J.pdf,.pdf,ok,pymupdf,1103,181,
Client Inputs/1. Valyx FDD Input/DD7.5 Opening Balance on Statutory dues/FY 2024-25/10.Jan-25/92B-98893.pdf,.pdf,ok,pymupdf,1146,188,
Client Inputs/1. Valyx FDD Input/DD7.5 Opening Balance on Statutory dues/FY 2024-25/10.Jan-25/94C-1060.pdf,.pdf,ok,pymupdf,1083,180,
Client Inputs/1. Valyx FDD Input/DD7.5 Opening Balance on Statutory dues/FY 2024-25/10.Jan-25/94J-2070.pdf,.pdf,ok,pymupdf,1069,177,
Client Inputs/1. Valyx FDD Input/DD7.5 Opening Balance on Statutory dues/FY 2024-25/11.Feb-25/92B-1610.pdf,.pdf,ok,pymupdf,1103,184,
Client Inputs/1. Valyx FDD Input/DD7.5 Opening Balance on Statutory dues/FY 2024-25/11.Feb-25/92B-80832.pdf,.pdf,ok,pymupdf,1130,186,
Client Inputs/1. Valyx FDD Input/DD7.5 Opening Balance on Statutory dues/FY 2024-25/11.Feb-25/94J-2070.pdf,.pdf,ok,pymupdf,1069,177,
Client Inputs/1. Valyx FDD Input/DD7.5 Opening Balance on Statutory dues/FY 2024-25/12.Mar-25/92B-298698.pdf,.pdf,ok,pymupdf,1168,195,
Client Inputs/1. Valyx FDD Input/DD7.5 Opening Balance on Statutory dues/FY 2024-25/12.Mar-25/94J-2070.pdf,.pdf,ok,pymupdf,1069,177,
Client Inputs/1. Valyx FDD Input/DD7.5 Opening Balance on Statutory dues/FY 2024-25/12.Mar-25/94J-43790.pdf,.pdf,ok,pymupdf,1132,186,
Client Inputs/1. Valyx FDD Input/DD7.5 Opening Balance on Statutory dues/FY 2024-25/2. May-24/92B.pdf,.pdf,ok,pymupdf,1158,193,
Client Inputs/1. Valyx FDD Input/DD7.5 Opening Balance on Statutory dues/FY 2024-25/2. May-24/94J.pdf,.pdf,ok,pymupdf,1103,181,
Client Inputs/1. Valyx FDD Input/DD7.5 Opening Balance on Statutory dues/FY 2024-25/3. June-24/92B.pdf,.pdf,ok,pymupdf,1152,193,
Client Inputs/1. Valyx FDD Input/DD7.5 Opening Balance on Statutory dues/FY 2024-25/3. June-24/94J.pdf,.pdf,ok,pymupdf,1093,181,
Client Inputs/1. Valyx FDD Input/DD7.5 Opening Balance on Statutory dues/FY 2024-25/4. July-24/92B-107283.pdf,.pdf,ok,pymupdf,1152,193,
Client Inputs/1. Valyx FDD Input/DD7.5 Opening Balance on Statutory dues/FY 2024-25/4. July-24/94J-13250.pdf,.pdf,ok,pymupdf,1120,184,
Client Inputs/1. Valyx FDD Input/DD7.5 Opening Balance on Statutory dues/FY 2024-25/4. July-24/94J-1708.pdf,.pdf,ok,pymupdf,1093,181,
Client Inputs/1. Valyx FDD Input/DD7.5 Opening Balance on Statutory dues/FY 2024-25/5. Aug-24/92B-107284.pdf,.pdf,ok,pymupdf,1150,193,
Client Inputs/1. Valyx FDD Input/DD7.5 Opening Balance on Statutory dues/FY 2024-25/5. Aug-24/94J-27000.pdf,.pdf,ok,pymupdf,1092,180,
Client Inputs/1. Valyx FDD Input/DD7.5 Opening Balance on Statutory dues/FY 2024-25/5. Aug-24/94J-7858.pdf,.pdf,ok,pymupdf,1109,183,
Client Inputs/1. Valyx FDD Input/DD7.5 Opening Balance on Statutory dues/FY 2024-25/6. Sep-24/92B-111746.pdf,.pdf,ok,pymupdf,1152,193,
Client Inputs/1. Valyx FDD Input/DD7.5 Opening Balance on Statutory dues/FY 2024-25/6. Sep-24/94J-1708.pdf,.pdf,ok,pymupdf,1093,181,
Client Inputs/1. Valyx FDD Input/DD7.5 Opening Balance on Statutory dues/FY 2024-25/6. Sep-24/94J-2567.pdf,.pdf,ok,pymupdf,1121,186,
Client Inputs/1. Valyx FDD Input/DD7.5 Opening Balance on Statutory dues/FY 2024-25/7. Oct-24/92B-104561.pdf,.pdf,ok,pymupdf,1150,194,
Client Inputs/1. Valyx FDD Input/DD7.5 Opening Balance on Statutory dues/FY 2024-25/7. Oct-24/94J-1708.pdf,.pdf,ok,pymupdf,1093,181,
Client Inputs/1. Valyx FDD Input/DD7.5 Opening Balance on Statutory dues/FY 2024-25/7. Oct-24/94J-6313.pdf,.pdf,ok,pymupdf,1121,185,
Client Inputs/1. Valyx FDD Input/DD7.5 Opening Balance on Statutory dues/FY 2024-25/8. Nov-24/92B-102956.pdf,.pdf,ok,pymupdf,1144,193,
Client Inputs/1. Valyx FDD Input/DD7.5 Opening Balance on Statutory dues/FY 2024-25/8. Nov-24/94C-1355.pdf,.pdf,ok,pymupdf,1121,186,
Client Inputs/1. Valyx FDD Input/DD7.5 Opening Balance on Statutory dues/FY 2024-25/8. Nov-24/94J-1708.pdf,.pdf,ok,pymupdf,1093,181,
Client Inputs/1. Valyx FDD Input/DD7.5 Opening Balance on Statutory dues/FY 2024-25/9.Dec-24/92B-109178.pdf,.pdf,ok,pymupdf,1152,193,
Client Inputs/1. Valyx FDD Input/DD7.5 Opening Balance on Statutory dues/FY 2024-25/9.Dec-24/94C-1000.pdf,.pdf,ok,pymupdf,1071,178,
Client Inputs/1. Valyx FDD Input/DD7.5 Opening Balance on Statutory dues/FY 2024-25/9.Dec-24/94J-3340.pdf,.pdf,ok,pymupdf,1097,181,
Client Inputs/1. Valyx FDD Input/DD7.5 Opening Balance on Statutory dues/FY 2024-25/TDS payable for FY 2024-25.xlsx,.xlsx,ok,openpyxl,9144,1110,
Client Inputs/1. Valyx FDD Input/DD7.5 Opening Balance on Statutory dues/FY 2025-26/1.Apr-25/92B-130034.pdf,.pdf,ok,pymupdf,1128,189,
Client Inputs/1. Valyx FDD Input/DD7.5 Opening Balance on Statutory dues/FY 2025-26/1.Apr-25/94J-20381.pdf,.pdf,ok,pymupdf,1130,186,
Client Inputs/1. Valyx FDD Input/DD7.5 Opening Balance on Statutory dues/FY 2025-26/10.Jan-26/92B-89625.pdf,.pdf,ok,pymupdf,1138,188,
Client Inputs/1. Valyx FDD Input/DD7.5 Opening Balance on Statutory dues/FY 2025-26/10.Jan-26/94J-9570.pdf,.pdf,ok,pymupdf,1115,184,
Client Inputs/1. Valyx FDD Input/DD7.5 Opening Balance on Statutory dues/FY 2025-26/10.Jan-26/Interest Q3-24Q.pdf,.pdf,ok,pymupdf,1101,182,
Client Inputs/1. Valyx FDD Input/DD7.5 Opening Balance on Statutory dues/FY 2025-26/10.Jan-26/Interest Q3-26Q.pdf,.pdf,ok,pymupdf,1099,182,
Client Inputs/1. Valyx FDD Input/DD7.5 Opening Balance on Statutory dues/FY 2025-26/11.Feb-26/92B-89627.pdf,.pdf,ok,pymupdf,1140,188,
Client Inputs/1. Valyx FDD Input/DD7.5 Opening Balance on Statutory dues/FY 2025-26/11.Feb-26/94J-12302.pdf,.pdf,ok,pymupdf,1116,184,
Client Inputs/1. Valyx FDD Input/DD7.5 Opening Balance on Statutory dues/FY 2025-26/2.May-25/92B-130034.pdf,.pdf,ok,pymupdf,1128,189,
Client Inputs/1. Valyx FDD Input/DD7.5 Opening Balance on Statutory dues/FY 2025-26/2.May-25/94J-18181.pdf,.pdf,ok,pymupdf,1130,186,
Client Inputs/1. Valyx FDD Input/DD7.5 Opening Balance on Statutory dues/FY 2025-26/3.June-25/92B-121909.pdf,.pdf,ok,pymupdf,1148,193,
Client Inputs/1. Valyx FDD Input/DD7.5 Opening Balance on Statutory dues/FY 2025-26/3.June-25/92B-3900.pdf,.pdf,ok,pymupdf,1101,182,
Client Inputs/1. Valyx FDD Input/DD7.5 Opening Balance on Statutory dues/FY 2025-26/3.June-25/94J-10330.pdf,.pdf,ok,pymupdf,1116,184,
Client Inputs/1. Valyx FDD Input/DD7.5 Opening Balance on Statutory dues/FY 2025-26/3.June-25/94J-580.pdf,.pdf,ok,pymupdf,1079,177,
Client Inputs/1. Valyx FDD Input/DD7.5 Opening Balance on Statutory dues/FY 2025-26/4.Jul-25/92B-122773.pdf,.pdf,ok,pymupdf,1169,195,
Client Inputs/1. Valyx FDD Input/DD7.5 Opening Balance on Statutory dues/FY 2025-26/4.Jul-25/94J-16420.pdf,.pdf,ok,pymupdf,1122,184,
Client Inputs/1. Valyx FDD Input/DD7.5 Opening Balance on Statutory dues/FY 2025-26/5.Aug-25/92B-123007.pdf,.pdf,ok,pymupdf,1128,189,
Client Inputs/1. Valyx FDD Input/DD7.5 Opening Balance on Statutory dues/FY 2025-26/5.Aug-25/94J-5670.pdf,.pdf,ok,pymupdf,1113,184,
Client Inputs/1. Valyx FDD Input/DD7.5 Opening Balance on Statutory dues/FY 2025-26/6.Sep-25/92B-116180.pdf,.pdf,ok,pymupdf,1144,191,
Client Inputs/1. Valyx FDD Input/DD7.5 Opening Balance on Statutory dues/FY 2025-26/6.Sep-25/94J-30570.pdf,.pdf,ok,pymupdf,1122,184,
Client Inputs/1. Valyx FDD Input/DD7.5 Opening Balance on Statutory dues/FY 2025-26/7.Oct-25/92B-115085.pdf,.pdf,ok,pymupdf,1130,189,
Client Inputs/1. Valyx FDD Input/DD7.5 Opening Balance on Statutory dues/FY 2025-26/7.Oct-25/94J-27820.pdf,.pdf,ok,pymupdf,1134,186,
Client Inputs/1. Valyx FDD Input/DD7.5 Opening Balance on Statutory dues/FY 2025-26/8.Nov-25/92B-115083.pdf,.pdf,ok,pymupdf,1132,189,
Client Inputs/1. Valyx FDD Input/DD7.5 Opening Balance on Statutory dues/FY 2025-26/8.Nov-25/94J-2070.pdf,.pdf,ok,pymupdf,1069,177,
Client Inputs/1. Valyx FDD Input/DD7.5 Opening Balance on Statutory dues/FY 2025-26/9.Dec-25/92B-89627.pdf,.pdf,ok,pymupdf,1140,188,
Client Inputs/1. Valyx FDD Input/DD7.5 Opening Balance on Statutory dues/FY 2025-26/9.Dec-25/94J-23514.pdf,.pdf,ok,pymupdf,1136,186,
Client Inputs/1. Valyx FDD Input/DD7.5 Opening Balance on Statutory dues/FY 2025-26/9.Dec-25/Interest-1300.pdf,.pdf,ok,pymupdf,1099,182,
Client Inputs/1. Valyx FDD Input/DD7.5 Opening Balance on Statutory dues/FY 2025-26/9.Dec-25/Interest-4800.pdf,.pdf,ok,pymupdf,1101,182,
Client Inputs/1. Valyx FDD Input/DD7.5 Opening Balance on Statutory dues/FY 2025-26/TDS Payable till Feb-26.xlsx,.xlsx,ok,openpyxl,9217,1111,
Client Inputs/1. Valyx FDD Input/FDD_Customer_Invoices/INV-00124-25.pdf,.pdf,ok,pymupdf,1243,199,
Client Inputs/1. Valyx FDD Input/FDD_Customer_Invoices/INV-00324-25.pdf,.pdf,ok,pymupdf,1243,199,
Client Inputs/1. Valyx FDD Input/FDD_Customer_Invoices/INV-00524-25.pdf,.pdf,ok,pymupdf,1314,216,
Client Inputs/1. Valyx FDD Input/FDD_Customer_Invoices/INV-00724-25.pdf,.pdf,ok,pymupdf,1379,228,
Client Inputs/1. Valyx FDD Input/FDD_Customer_Invoices/INV-00924-25.pdf,.pdf,ok,pymupdf,1287,207,
Client Inputs/1. Valyx FDD Input/FDD_Customer_Invoices/INV-01024-25.pdf,.pdf,ok,pymupdf,1287,207,
Client Inputs/1. Valyx FDD Input/FDD_Customer_Invoices/INV-01124-25.pdf,.pdf,ok,pymupdf,1358,224,
Client Inputs/1. Valyx FDD Input/FDD_Customer_Invoices/INV-01224-25.pdf,.pdf,ok,pymupdf,1410,235,
Client Inputs/1. Valyx FDD Input/FDD_Customer_Invoices/INV-01324-25.pdf,.pdf,ok,pymupdf,1385,228,
Client Inputs/1. Valyx FDD Input/FDD_Customer_Invoices/INV-01624-25.pdf,.pdf,ok,pymupdf,1382,228,
Client Inputs/1. Valyx FDD Input/FDD_Customer_Invoices/INV-01724-25.pdf,.pdf,ok,pymupdf,1383,228,
Client Inputs/1. Valyx FDD Input/FDD_Customer_Invoices/INV-02124-25.pdf,.pdf,ok,pymupdf,1371,227,
Client Inputs/1. Valyx FDD Input/FDD_Customer_Invoices/INV-02224-25.pdf,.pdf,ok,pymupdf,1036,169,
Client Inputs/1. Valyx FDD Input/FDD_Customer_Invoices/INV-02324-25.pdf,.pdf,ok,pymupdf,1368,226,
Client Inputs/1. Valyx FDD Input/FDD_Customer_Invoices/INV-25-26002.pdf,.pdf,ok,pymupdf,1036,169,
Client Inputs/1. Valyx FDD Input/FDD_Customer_Invoices/INV-25-26003.pdf,.pdf,ok,pymupdf,1388,230,
Client Inputs/1. Valyx FDD Input/FDD_Customer_Invoices/INV-25-26006.pdf,.pdf,ok,pymupdf,1094,185,
Client Inputs/1. Valyx FDD Input/FDD_Customer_Invoices/INV-25-26009.pdf,.pdf,ok,pymupdf,1295,210,
Client Inputs/1. Valyx FDD Input/FDD_Customer_Invoices/INV-25-26010.pdf,.pdf,ok,pymupdf,1383,230,
Client Inputs/1. Valyx FDD Input/FDD_Customer_Invoices/INV-25-26014.pdf,.pdf,ok,pymupdf,1147,200,
Client Inputs/1. Valyx FDD Input/FDD_Customer_Invoices/INV-25-26016.pdf,.pdf,ok,pymupdf,1293,210,
Client Inputs/1. Valyx FDD Input/FDD_Customer_Invoices/INV-25-26017.pdf,.pdf,ok,pymupdf,1372,228,
Client Inputs/1. Valyx FDD Input/FDD_Customer_Invoices/INV-25-26018.pdf,.pdf,ok,pymupdf,1074,180,
Client Inputs/1. Valyx FDD Input/FDD_Customer_Invoices/INV-25-26019.pdf,.pdf,ok,pymupdf,1074,180,
Client Inputs/1. Valyx FDD Input/FDD_Customer_Invoices/INV-25-26021.pdf,.pdf,ok,pymupdf,1154,202,
Client Inputs/1. Valyx FDD Input/FDD_Customer_Invoices/INV-25-26023.pdf,.pdf,ok,pymupdf,1392,231,
Client Inputs/1. Valyx FDD Input/FDD_Customer_Invoices/INV-25-26027.pdf,.pdf,ok,pymupdf,1285,210,
Client Inputs/1. Valyx FDD Input/FDD_Customer_Invoices/INV-25-26030.pdf,.pdf,ok,pymupdf,1295,210,
Client Inputs/1. Valyx FDD Input/FDD_Customer_Invoices/INV-25-26031.pdf,.pdf,ok,pymupdf,1295,210,
Client Inputs/1. Valyx FDD Input/FDD_Customer_Invoices/INV-25-26032.pdf,.pdf,ok,pymupdf,1293,210,
Client Inputs/1. Valyx FDD Input/FDD_Customer_Invoices/INV-25-26033.pdf,.pdf,ok,pymupdf,1098,190,
Client Inputs/1. Valyx FDD Input/FDD_Customer_Invoices/INV-25-26035.pdf,.pdf,ok,pymupdf,1100,190,
Client Inputs/1. Valyx FDD Input/FDD_Customer_Invoices/INV-25-26039.pdf,.pdf,ok,pymupdf,1293,210,
Client Inputs/1. Valyx FDD Input/FDD_Customer_Invoices/INV-25-26040.pdf,.pdf,ok,pymupdf,1306,212,
Client Inputs/1. Valyx FDD Input/FDD_Customer_Invoices/INV-25-26041.pdf,.pdf,ok,pymupdf,1407,234,
Client Inputs/1. Valyx FDD Input/FDD_Customer_Invoices/INV-25-26043.pdf,.pdf,ok,pymupdf,1220,209,
Client Inputs/1. Valyx FDD Input/FDD_Customer_Invoices/INV-25-26044.pdf,.pdf,ok,pymupdf,1223,210,
Client Inputs/1. Valyx FDD Input/FDD_Customer_Invoices/INV-25-26046.pdf,.pdf,ok,pymupdf,1282,208,
Client Inputs/1. Valyx FDD Input/FDD_Customer_Invoices/INV-25-26047.pdf,.pdf,ok,pymupdf,1354,221,
Client Inputs/1. Valyx FDD Input/FDD_Customer_Invoices/INV-25-26049.pdf,.pdf,ok,pymupdf,1287,218,
Client Inputs/1. Valyx FDD Input/FDD_Customer_Invoices/INV-25-26051.pdf,.pdf,ok,pymupdf,1279,208,
Client Inputs/1. Valyx FDD Input/FDD_Customer_Invoices/INV-25-26052.pdf,.pdf,ok,pymupdf,1351,221,
Client Inputs/1. Valyx FDD Input/FDD_Customer_Invoices/INV-25-26053.pdf,.pdf,ok,pymupdf,1025,171,
Client Inputs/1. Valyx FDD Input/FDD_Customer_Invoices/INV-25-26054.pdf,.pdf,ok,pymupdf,1145,196,
Client Inputs/1. Valyx FDD Input/FDD_Customer_Invoices/INV-25-26057.pdf,.pdf,ok,pymupdf,1026,171,
Client Inputs/1. Valyx FDD Input/FDD_Customer_Invoices/INV-25-26060.pdf,.pdf,ok,pymupdf,1097,190,
Client Inputs/1. Valyx FDD Input/FDD_Customer_Invoices/INV-25-26061.pdf,.pdf,ok,pymupdf,1283,217,
Client Inputs/1. Valyx FDD Input/FDD_Customer_Invoices.zip,.zip,ok,zip-list,5294,708,
Client Inputs/1. Valyx FDD Input/Fixed Deposits/50301252973265.txt,.txt,ok,text,6131,264,
Client Inputs/1. Valyx FDD Input/Fixed Deposits/50301252974012.txt,.txt,ok,text,6131,264,
Client Inputs/1. Valyx FDD Input/Fixed Deposits/FD Interest Certificate.pdf,.pdf,ok,pymupdf,58,6,
Client Inputs/1. Valyx FDD Input/General/FY 2023-24/AR_FR_ROC.pdf,.pdf,ok,pymupdf,1602,105,
Client Inputs/1. Valyx FDD Input/General/FY 2023-24/VWPL_ FR 31.3.2024.xlsx,.xlsx,ok,openpyxl,72709,12015,
Client Inputs/1. Valyx FDD Input/General/FY 2024-25/Audited AR_FR FY 2024-25.pdf,.pdf,ok,pymupdf,1132,75,
Client Inputs/1. Valyx FDD Input/General/FY 2024-25/VWPL_ FR 31.3.2025 - Actuals.xlsx,.xlsx,ok,openpyxl,81395,13948,
Client Inputs/1. Valyx FDD Input/General/Valyx_SIG_Tattva_Pitch.pptx,.pptx,ok,python-pptx,181,22,
Client Inputs/1. Valyx FDD Input/General/YTD/VWPL_ PROVISIONAL FR 28.2.2026 - Actuals.pdf,.pdf,ok,pymupdf,47388,6431,
Client Inputs/1. Valyx FDD Input/General/YTD/VWPL_ PROVISIONAL FR 28.2.2026 - Actuals.xlsx,.xlsx,ok,openpyxl,90580,13393,
Client Inputs/1. Valyx FDD Input/KPIs/MIS_RevenueProjection_Customers_Pipeline_Comparables.xlsx,.xlsx,ok,openpyxl,10241,2096,
Client Inputs/1. Valyx FDD Input/Login Credentials of Valyx.docx,.docx,ok,docx-xml,257,31,
Client Inputs/1. Valyx FDD Input/Organizationand structure/Org Chart Updated.pptx,.pptx,ok,python-pptx,1313,156,
Client Inputs/1. Valyx FDD Input/PL/Dump/Valyx - Salary for FY 2023-24.xlsx,.xlsx,ok,openpyxl,12709,2472,
Client Inputs/1. Valyx FDD Input/PL/Dump/Valyx - Salary for FY 2024-25.xlsx,.xlsx,ok,openpyxl,39207,6792,
Client Inputs/1. Valyx FDD Input/PL/Dump/Valyx - Salary for FY 2025-26.xlsx,.xlsx,ok,openpyxl,99779,16928,
Client Inputs/1. Valyx FDD Input/PL/Intern Payout Register FY 2024-25.xlsx,.xlsx,ok,openpyxl,1299,245,
Client Inputs/1. Valyx FDD Input/PL/Intern Payout Register FY 2025-26.xlsx,.xlsx,ok,openpyxl,2044,408,
Client Inputs/1. Valyx FDD Input/PL/Payroll/Valyx - Salary for FY 2023-24.xlsx,.xlsx,ok,openpyxl,12709,2472,
Client Inputs/1. Valyx FDD Input/PL/Payroll/Valyx - Salary for FY 2024-25.xlsx,.xlsx,ok,openpyxl,39207,6792,
Client Inputs/1. Valyx FDD Input/PL/Payroll/Valyx - Salary for FY 2025-26.xlsx,.xlsx,ok,openpyxl,63461,11202,
Client Inputs/1. Valyx FDD Input/Reimbursement tracker/New Microsoft Excel Worksheet.xlsx,.xlsx,ok,openpyxl,64,10,
Client Inputs/1. Valyx FDD Input/Reimbursement tracker/Reimbursement Tracker FY 2025-26.xlsx,.xlsx,ok,openpyxl,1058,131,
Client Inputs/1. Valyx FDD Input/Reimbursement tracker/Reimbursement Tracker till 28th Feb 2026.xlsx,.xlsx,ok,openpyxl,21290,3176,
Client Inputs/1. Valyx FDD Input/Revenue_Contracts_Sample/BhawarGroup_Valyx_Contract.pdf,.pdf,ok,pymupdf,16347,2508,
Client Inputs/1. Valyx FDD Input/Revenue_Contracts_Sample/Collegedunia_Valyx_Contract (1).pdf,.pdf,ok,pymupdf,15925,2493,
Client Inputs/1. Valyx FDD Input/Revenue_Contracts_Sample/Fynx X Valyx _ MSA _ Accounting Software_FINAL.pdf,.pdf,ok,pymupdf,70198,10997,
Client Inputs/1. Valyx FDD Input/Revenue_Contracts_Sample/LetsTransport_Valyx_Contract_Renewal_updated_4Feb-FullySigned.pdf,.pdf,ok,pymupdf,1767,260,
Client Inputs/1. Valyx FDD Input/Revenue_Contracts_Sample/Valyx Wealthtech Private Limited x Fynd_Addendum Agreement.pdf,.pdf,ok,pymupdf,13965,2196,
Client Inputs/1. Valyx FDD Input/Taxation/GSTR-3B AND GSTR - 1/FY 2023-24/1. Sep 2023/092023_29AAJCV5054D1Z6_GSTR2B_18102024.xlsx,.xlsx,ok,openpyxl,32967,5493,
Client Inputs/1. Valyx FDD Input/Taxation/GSTR-3B AND GSTR - 1/FY 2023-24/1. Sep 2023/GSTR1_29AAJCV5054D1Z6_092023 (1).pdf,.pdf,ok,pymupdf,787,137,
Client Inputs/1. Valyx FDD Input/Taxation/GSTR-3B AND GSTR - 1/FY 2023-24/1. Sep 2023/GSTR3B_29AAJCV5054D1Z6_092023.pdf,.pdf,ok,pymupdf,4006,792,
Client Inputs/1. Valyx FDD Input/Taxation/GSTR-3B AND GSTR - 1/FY 2023-24/2. Oct 2023/102023_29AAJCV5054D1Z6_GSTR2B_18102024.xlsx,.xlsx,ok,openpyxl,32975,5499,
Client Inputs/1. Valyx FDD Input/Taxation/GSTR-3B AND GSTR - 1/FY 2023-24/2. Oct 2023/GSTR1_29AAJCV5054D1Z6_102023.pdf,.pdf,ok,pymupdf,785,137,
Client Inputs/1. Valyx FDD Input/Taxation/GSTR-3B AND GSTR - 1/FY 2023-24/2. Oct 2023/GSTR3B_29AAJCV5054D1Z6_102023.pdf,.pdf,ok,pymupdf,3998,792,
Client Inputs/1. Valyx FDD Input/Taxation/GSTR-3B AND GSTR - 1/FY 2023-24/3. Nov 2023/112023_29AAJCV5054D1Z6_GSTR2B_18102024.xlsx,.xlsx,ok,openpyxl,33206,5535,
